usertype_std,mean_duration_sec,mean_duration_min
casual,5772.004619846695,96.20007699744492
member,760.6267510907568,12.67711251817928
Customer,642.0658875806031,10.701098126343386
Subscriber,497.4984907091001,8.291641511818336
